"kode_produk","tgl_berlaku","kode_cabang","harga_berlaku_cabang","modal_cabang","biaya_cabang"
PROD-0000007,"2008-05-15 00:00:00",CABANG-047,4660,4460,50
PROD-0000008,"2008-05-15 00:00:00",CABANG-047,1090,1030,0
PROD-0000009,"2008-05-15 00:00:00",CABANG-047,4750,4510,70
PROD-0000010,"2008-05-15 00:00:00",CABANG-047,1100,1040,20
PROD-0000011,"2008-05-15 00:00:00",CABANG-047,1220,1170,0
PROD-0000012,"2008-05-15 00:00:00",CABANG-047,3600,3390,90
PROD-0000013,"2008-05-15 00:00:00",CABANG-047,12420,11710,290
PROD-0000014,"2008-05-15 00:00:00",CABANG-047,11900,11340,40
PROD-0000015,"2008-05-15 00:00:00",CABANG-047,19380,18430,160
PROD-0000016,"2008-05-15 00:00:00",CABANG-047,100180,95730,850
PROD-0000017,"2008-05-15 00:00:00",CABANG-047,1240,1180,20
PROD-0000018,"2008-05-15 00:00:00",CABANG-047,8990,8580,80
PROD-0000019,"2008-05-15 00:00:00",CABANG-047,6150,5840,40
PROD-0000020,"2008-05-15 00:00:00",CABANG-047,5350,5080,100
PROD-0000021,"2008-05-15 00:00:00",CABANG-047,12060,11460,270
PROD-0000022,"2008-05-15 00:00:00",CABANG-047,72120,68510,1190
PROD-0000023,"2008-05-15 00:00:00",CABANG-047,14540,13820,230
PROD-0000024,"2008-05-15 00:00:00",CABANG-047,15210,14450,310
PROD-0000025,"2008-05-15 00:00:00",CABANG-047,10200,9780,70
PROD-0000026,"2008-05-15 00:00:00",CABANG-047,900,860,10
PROD-0000027,"2008-05-15 00:00:00",CABANG-047,12170,11560,180
PROD-0000028,"2008-05-15 00:00:00",CABANG-047,55130,52140,1240
PROD-0000029,"2008-05-15 00:00:00",CABANG-047,6210,5920,80
PROD-0000030,"2008-05-15 00:00:00",CABANG-047,4140,3940,50
PROD-0000031,"2008-05-15 00:00:00",CABANG-047,18370,17630,370
PROD-0000032,"2008-05-15 00:00:00",CABANG-047,5150,4870,90
PROD-0000033,"2008-05-15 00:00:00",CABANG-047,15920,14990,290
PROD-0000034,"2008-05-15 00:00:00",CABANG-047,20400,19530,140
PROD-0000035,"2008-05-15 00:00:00",CABANG-047,6080,5820,50
PROD-0000036,"2008-05-15 00:00:00",CABANG-047,30830,29460,400
PROD-0000037,"2008-05-15 00:00:00",CABANG-047,5140,4880,110
PROD-0000038,"2008-05-15 00:00:00",CABANG-047,6040,5740,70
PROD-0000039,"2008-05-15 00:00:00",CABANG-047,5570,5290,40
PROD-0000040,"2008-05-15 00:00:00",CABANG-047,15130,14370,300
PROD-0000041,"2008-05-15 00:00:00",CABANG-047,13620,12940,260
PROD-0000001,"2008-05-16 00:00:00",CABANG-047,11430,10770,180
PROD-0000002,"2008-05-16 00:00:00",CABANG-047,4250,4080,10
PROD-0000003,"2008-05-16 00:00:00",CABANG-047,6250,5890,120
PROD-0000004,"2008-05-16 00:00:00",CABANG-047,8230,7890,160
PROD-0000005,"2008-05-16 00:00:00",CABANG-047,7190,6830,120
PROD-0000006,"2008-05-16 00:00:00",CABANG-047,8160,7760,40
PROD-0000007,"2008-05-16 00:00:00",CABANG-047,4700,4490,120
PROD-0000008,"2008-05-16 00:00:00",CABANG-047,1090,1040,10
PROD-0000009,"2008-05-16 00:00:00",CABANG-047,4840,4600,40
PROD-0000010,"2008-05-16 00:00:00",CABANG-047,1120,1060,10
PROD-0000011,"2008-05-16 00:00:00",CABANG-047,1220,1160,10
PROD-0000012,"2008-05-16 00:00:00",CABANG-047,3580,3430,40
PROD-0000013,"2008-05-16 00:00:00",CABANG-047,12550,11920,60
PROD-0000014,"2008-05-16 00:00:00",CABANG-047,11870,11300,200
PROD-0000015,"2008-05-16 00:00:00",CABANG-047,19070,18270,270
PROD-0000016,"2008-05-16 00:00:00",CABANG-047,99580,94600,1590
PROD-0000017,"2008-05-16 00:00:00",CABANG-047,1260,1200,20
PROD-0000018,"2008-05-16 00:00:00",CABANG-047,9000,8550,90
PROD-0000019,"2008-05-16 00:00:00",CABANG-047,6150,5800,70
PROD-0000020,"2008-05-16 00:00:00",CABANG-047,5400,5180,40
PROD-0000021,"2008-05-16 00:00:00",CABANG-047,12310,11590,160
PROD-0000022,"2008-05-16 00:00:00",CABANG-047,73280,69250,510
PROD-0000023,"2008-05-16 00:00:00",CABANG-047,14670,13940,260
PROD-0000024,"2008-05-16 00:00:00",CABANG-047,14940,14190,290
PROD-0000025,"2008-05-16 00:00:00",CABANG-047,10280,9770,10
PROD-0000026,"2008-05-16 00:00:00",CABANG-047,920,870,20
PROD-0000027,"2008-05-16 00:00:00",CABANG-047,12270,11700,210
PROD-0000028,"2008-05-16 00:00:00",CABANG-047,56130,53840,870
PROD-0000029,"2008-05-16 00:00:00",CABANG-047,6270,5970,70
PROD-0000030,"2008-05-16 00:00:00",CABANG-047,4050,3830,100
PROD-0000031,"2008-05-16 00:00:00",CABANG-047,18330,17250,0
PROD-0000032,"2008-05-16 00:00:00",CABANG-047,5140,4880,60
PROD-0000033,"2008-05-16 00:00:00",CABANG-047,15730,14850,280
PROD-0000034,"2008-05-16 00:00:00",CABANG-047,20280,19270,470
PROD-0000035,"2008-05-16 00:00:00",CABANG-047,6060,5810,150
PROD-0000036,"2008-05-16 00:00:00",CABANG-047,30700,29470,710
PROD-0000037,"2008-05-16 00:00:00",CABANG-047,5190,4950,30
PROD-0000038,"2008-05-16 00:00:00",CABANG-047,6150,5900,40
PROD-0000039,"2008-05-16 00:00:00",CABANG-047,5540,5300,20
PROD-0000040,"2008-05-16 00:00:00",CABANG-047,15070,14320,150
PROD-0000041,"2008-05-16 00:00:00",CABANG-047,13600,12980,220
PROD-0000001,"2008-05-17 00:00:00",CABANG-047,11380,10740,60
PROD-0000002,"2008-05-17 00:00:00",CABANG-047,4240,4030,90
PROD-0000003,"2008-05-17 00:00:00",CABANG-047,6400,6120,90
PROD-0000004,"2008-05-17 00:00:00",CABANG-047,8110,7630,0
PROD-0000005,"2008-05-17 00:00:00",CABANG-047,7260,6900,80
PROD-0000006,"2008-05-17 00:00:00",CABANG-047,8190,7830,90
PROD-0000007,"2008-05-17 00:00:00",CABANG-047,4700,4490,90
PROD-0000008,"2008-05-17 00:00:00",CABANG-047,1110,1060,10
PROD-0000009,"2008-05-17 00:00:00",CABANG-047,4880,4630,60
PROD-0000010,"2008-05-17 00:00:00",CABANG-047,1120,1060,20
PROD-0000011,"2008-05-17 00:00:00",CABANG-047,1200,1130,10
PROD-0000012,"2008-05-17 00:00:00",CABANG-047,3510,3360,30
PROD-0000013,"2008-05-17 00:00:00",CABANG-047,12590,11960,280
PROD-0000014,"2008-05-17 00:00:00",CABANG-047,11820,11210,270
PROD-0000015,"2008-05-17 00:00:00",CABANG-047,19530,18640,110
PROD-0000016,"2008-05-17 00:00:00",CABANG-047,100180,95150,1600
PROD-0000017,"2008-05-17 00:00:00",CABANG-047,1240,1190,30
PROD-0000018,"2008-05-17 00:00:00",CABANG-047,8910,8400,160
PROD-0000019,"2008-05-17 00:00:00",CABANG-047,6070,5800,80
PROD-0000020,"2008-05-17 00:00:00",CABANG-047,5400,5100,40
PROD-0000021,"2008-05-17 00:00:00",CABANG-047,12210,11490,290
PROD-0000022,"2008-05-17 00:00:00",CABANG-047,73430,69760,620
PROD-0000023,"2008-05-17 00:00:00",CABANG-047,14460,13740,300
PROD-0000024,"2008-05-17 00:00:00",CABANG-047,15210,14500,170
PROD-0000025,"2008-05-17 00:00:00",CABANG-047,10320,9830,50
PROD-0000026,"2008-05-17 00:00:00",CABANG-047,910,860,20
PROD-0000027,"2008-05-17 00:00:00",CABANG-047,12260,11590,250
PROD-0000028,"2008-05-17 00:00:00",CABANG-047,55790,53240,60
PROD-0000029,"2008-05-17 00:00:00",CABANG-047,6240,5890,80
PROD-0000030,"2008-05-17 00:00:00",CABANG-047,4110,3910,90
PROD-0000031,"2008-05-17 00:00:00",CABANG-047,18300,17380,80
PROD-0000032,"2008-05-17 00:00:00",CABANG-047,5160,4950,100
PROD-0000033,"2008-05-17 00:00:00",CABANG-047,15860,15060,360
PROD-0000034,"2008-05-17 00:00:00",CABANG-047,20080,19170,260
PROD-0000035,"2008-05-17 00:00:00",CABANG-047,6140,5850,90
PROD-0000036,"2008-05-17 00:00:00",CABANG-047,30700,28960,610
PROD-0000037,"2008-05-17 00:00:00",CABANG-047,5110,4880,50
PROD-0000038,"2008-05-17 00:00:00",CABANG-047,6220,5910,40
PROD-0000039,"2008-05-17 00:00:00",CABANG-047,5540,5270,70
PROD-0000040,"2008-05-17 00:00:00",CABANG-047,15130,14430,270
PROD-0000041,"2008-05-17 00:00:00",CABANG-047,13510,12840,70
PROD-0000001,"2008-05-18 00:00:00",CABANG-047,11360,10790,90
PROD-0000002,"2008-05-18 00:00:00",CABANG-047,4330,4150,50
PROD-0000003,"2008-05-18 00:00:00",CABANG-047,6280,5930,40
PROD-0000004,"2008-05-18 00:00:00",CABANG-047,8330,7960,30
PROD-0000005,"2008-05-18 00:00:00",CABANG-047,7200,6800,0
PROD-0000006,"2008-05-18 00:00:00",CABANG-047,8150,7740,20
PROD-0000007,"2008-05-18 00:00:00",CABANG-047,4610,4380,100
PROD-0000008,"2008-05-18 00:00:00",CABANG-047,1090,1040,0
PROD-0000009,"2008-05-18 00:00:00",CABANG-047,4800,4560,110
PROD-0000010,"2008-05-18 00:00:00",CABANG-047,1110,1060,0
PROD-0000011,"2008-05-18 00:00:00",CABANG-047,1210,1150,30
PROD-0000012,"2008-05-18 00:00:00",CABANG-047,3550,3350,20
PROD-0000013,"2008-05-18 00:00:00",CABANG-047,12600,11970,10
PROD-0000014,"2008-05-18 00:00:00",CABANG-047,11870,11330,10
PROD-0000015,"2008-05-18 00:00:00",CABANG-047,19340,18450,40
PROD-0000016,"2008-05-18 00:00:00",CABANG-047,100980,95930,910
PROD-0000017,"2008-05-18 00:00:00",CABANG-047,1250,1180,0
PROD-0000018,"2008-05-18 00:00:00",CABANG-047,8890,8450,40
PROD-0000019,"2008-05-18 00:00:00",CABANG-047,6140,5830,30
PROD-0000020,"2008-05-18 00:00:00",CABANG-047,5370,5080,130
PROD-0000021,"2008-05-18 00:00:00",CABANG-047,12090,11510,270
PROD-0000022,"2008-05-18 00:00:00",CABANG-047,73130,69470,480
PROD-0000023,"2008-05-18 00:00:00",CABANG-047,14570,13840,90
PROD-0000024,"2008-05-18 00:00:00",CABANG-047,15240,14630,340
PROD-0000025,"2008-05-18 00:00:00",CABANG-047,10300,9890,180
PROD-0000026,"2008-05-18 00:00:00",CABANG-047,910,860,0
PROD-0000027,"2008-05-18 00:00:00",CABANG-047,12170,11620,100
PROD-0000028,"2008-05-18 00:00:00",CABANG-047,56130,53320,810
PROD-0000029,"2008-05-18 00:00:00",CABANG-047,6280,5950,140
PROD-0000030,"2008-05-18 00:00:00",CABANG-047,4100,3890,0
PROD-0000031,"2008-05-18 00:00:00",CABANG-047,18450,17430,20
PROD-0000032,"2008-05-18 00:00:00",CABANG-047,5130,4870,30
PROD-0000033,"2008-05-18 00:00:00",CABANG-047,15580,14880,180
PROD-0000034,"2008-05-18 00:00:00",CABANG-047,20280,19470,150
PROD-0000035,"2008-05-18 00:00:00",CABANG-047,6090,5760,130
PROD-0000036,"2008-05-18 00:00:00",CABANG-047,31070,29400,680
PROD-0000037,"2008-05-18 00:00:00",CABANG-047,5070,4820,20
PROD-0000038,"2008-05-18 00:00:00",CABANG-047,6130,5820,150
PROD-0000039,"2008-05-18 00:00:00",CABANG-047,5540,5260,70
PROD-0000040,"2008-05-18 00:00:00",CABANG-047,15100,14340,90
PROD-0000041,"2008-05-18 00:00:00",CABANG-047,13560,12880,160
PROD-0000001,"2008-05-19 00:00:00",CABANG-047,11420,10860,260
PROD-0000002,"2008-05-19 00:00:00",CABANG-047,4240,4030,60
PROD-0000003,"2008-05-19 00:00:00",CABANG-047,6250,5980,50
PROD-0000004,"2008-05-19 00:00:00",CABANG-047,8280,7860,70
PROD-0000005,"2008-05-19 00:00:00",CABANG-047,7110,6730,20
PROD-0000006,"2008-05-19 00:00:00",CABANG-047,8210,7760,20
PROD-0000007,"2008-05-19 00:00:00",CABANG-047,4630,4390,110
PROD-0000008,"2008-05-19 00:00:00",CABANG-047,1080,1020,0
PROD-0000009,"2008-05-19 00:00:00",CABANG-047,4850,4610,60
PROD-0000010,"2008-05-19 00:00:00",CABANG-047,1120,1070,20
PROD-0000011,"2008-05-19 00:00:00",CABANG-047,1220,1160,10
PROD-0000012,"2008-05-19 00:00:00",CABANG-047,3570,3390,40
PROD-0000013,"2008-05-19 00:00:00",CABANG-047,12650,12010,90
PROD-0000014,"2008-05-19 00:00:00",CABANG-047,11710,11090,240
PROD-0000015,"2008-05-19 00:00:00",CABANG-047,19530,18560,140
PROD-0000016,"2008-05-19 00:00:00",CABANG-047,98390,93470,1530
PROD-0000017,"2008-05-19 00:00:00",CABANG-047,1240,1180,30
PROD-0000018,"2008-05-19 00:00:00",CABANG-047,8980,8530,220
PROD-0000019,"2008-05-19 00:00:00",CABANG-047,6190,5820,20
PROD-0000020,"2008-05-19 00:00:00",CABANG-047,5410,5090,90
PROD-0000021,"2008-05-19 00:00:00",CABANG-047,12110,11530,120
PROD-0000022,"2008-05-19 00:00:00",CABANG-047,73280,69620,620
PROD-0000023,"2008-05-19 00:00:00",CABANG-047,14540,13810,110
PROD-0000024,"2008-05-19 00:00:00",CABANG-047,15120,14360,10
PROD-0000025,"2008-05-19 00:00:00",CABANG-047,10240,9740,40
PROD-0000026,"2008-05-19 00:00:00",CABANG-047,910,860,20
PROD-0000027,"2008-05-19 00:00:00",CABANG-047,12390,11770,20
PROD-0000028,"2008-05-19 00:00:00",CABANG-047,55570,52690,1250
PROD-0000029,"2008-05-19 00:00:00",CABANG-047,6240,5880,70
PROD-0000030,"2008-05-19 00:00:00",CABANG-047,4110,3920,10
PROD-0000031,"2008-05-19 00:00:00",CABANG-047,18300,17380,170
PROD-0000032,"2008-05-19 00:00:00",CABANG-047,5050,4760,120
PROD-0000033,"2008-05-19 00:00:00",CABANG-047,15890,15100,200
PROD-0000034,"2008-05-19 00:00:00",CABANG-047,20600,19570,310
PROD-0000035,"2008-05-19 00:00:00",CABANG-047,6030,5700,90
PROD-0000036,"2008-05-19 00:00:00",CABANG-047,30700,28960,430
PROD-0000037,"2008-05-19 00:00:00",CABANG-047,5090,4840,110
PROD-0000038,"2008-05-19 00:00:00",CABANG-047,6100,5760,130
PROD-0000039,"2008-05-19 00:00:00",CABANG-047,5500,5220,70
PROD-0000040,"2008-05-19 00:00:00",CABANG-047,15250,14590,20
PROD-0000041,"2008-05-19 00:00:00",CABANG-047,13300,12630,310
PROD-0000001,"2008-05-20 00:00:00",CABANG-047,11420,10850,230
PROD-0000002,"2008-05-20 00:00:00",CABANG-047,4310,4070,110
PROD-0000003,"2008-05-20 00:00:00",CABANG-047,6400,6070,120
PROD-0000004,"2008-05-20 00:00:00",CABANG-047,8190,7710,70
PROD-0000005,"2008-05-20 00:00:00",CABANG-047,7250,6950,120
PROD-0000006,"2008-05-20 00:00:00",CABANG-047,8260,7840,110
PROD-0000007,"2008-05-20 00:00:00",CABANG-047,4590,4380,110
PROD-0000008,"2008-05-20 00:00:00",CABANG-047,1100,1040,20
PROD-0000009,"2008-05-20 00:00:00",CABANG-047,4910,4640,70
PROD-0000010,"2008-05-20 00:00:00",CABANG-047,1110,1060,0
PROD-0000011,"2008-05-20 00:00:00",CABANG-047,1210,1150,10
PROD-0000012,"2008-05-20 00:00:00",CABANG-047,3580,3380,70
PROD-0000013,"2008-05-20 00:00:00",CABANG-047,12780,12190,110
PROD-0000014,"2008-05-20 00:00:00",CABANG-047,11660,11150,110
PROD-0000015,"2008-05-20 00:00:00",CABANG-047,19730,18920,130
PROD-0000016,"2008-05-20 00:00:00",CABANG-047,98590,93660,1280
PROD-0000017,"2008-05-20 00:00:00",CABANG-047,1240,1180,10
PROD-0000018,"2008-05-20 00:00:00",CABANG-047,8910,8450,70
PROD-0000019,"2008-05-20 00:00:00",CABANG-047,6180,5870,90
PROD-0000020,"2008-05-20 00:00:00",CABANG-047,5420,5150,110
PROD-0000021,"2008-05-20 00:00:00",CABANG-047,12130,11520,40
PROD-0000022,"2008-05-20 00:00:00",CABANG-047,72120,68480,1590
PROD-0000023,"2008-05-20 00:00:00",CABANG-047,14540,13820,190
PROD-0000024,"2008-05-20 00:00:00",CABANG-047,15030,14220,210
PROD-0000025,"2008-05-20 00:00:00",CABANG-047,10160,9740,10
PROD-0000026,"2008-05-20 00:00:00",CABANG-047,900,850,0
PROD-0000027,"2008-05-20 00:00:00",CABANG-047,12340,11720,290
PROD-0000028,"2008-05-20 00:00:00",CABANG-047,55900,53550,1310
PROD-0000029,"2008-05-20 00:00:00",CABANG-047,6290,5910,60
PROD-0000030,"2008-05-20 00:00:00",CABANG-047,4150,3900,30
PROD-0000031,"2008-05-20 00:00:00",CABANG-047,18410,17560,0
PROD-0000032,"2008-05-20 00:00:00",CABANG-047,5110,4850,90
PROD-0000033,"2008-05-20 00:00:00",CABANG-047,15670,14790,360
PROD-0000034,"2008-05-20 00:00:00",CABANG-047,20240,19230,450
PROD-0000035,"2008-05-20 00:00:00",CABANG-047,6180,5870,140
PROD-0000036,"2008-05-20 00:00:00",CABANG-047,30460,29060,670
PROD-0000037,"2008-05-20 00:00:00",CABANG-047,5070,4860,90
PROD-0000038,"2008-05-20 00:00:00",CABANG-047,6070,5790,100
PROD-0000039,"2008-05-20 00:00:00",CABANG-047,5520,5200,110
PROD-0000040,"2008-05-20 00:00:00",CABANG-047,15010,14180,290
PROD-0000041,"2008-05-20 00:00:00",CABANG-047,13400,12730,50
PROD-0000001,"2008-05-21 00:00:00",CABANG-047,11490,10860,230
PROD-0000002,"2008-05-21 00:00:00",CABANG-047,4230,4020,70
PROD-0000003,"2008-05-21 00:00:00",CABANG-047,6270,5960,10
PROD-0000004,"2008-05-21 00:00:00",CABANG-047,8220,7820,170
PROD-0000005,"2008-05-21 00:00:00",CABANG-047,7160,6770,140
PROD-0000006,"2008-05-21 00:00:00",CABANG-047,8390,7970,100
PROD-0000007,"2008-05-21 00:00:00",CABANG-047,4610,4430,110
PROD-0000008,"2008-05-21 00:00:00",CABANG-047,1090,1030,20
PROD-0000009,"2008-05-21 00:00:00",CABANG-047,4860,4590,40
PROD-0000010,"2008-05-21 00:00:00",CABANG-047,1110,1050,20
PROD-0000011,"2008-05-21 00:00:00",CABANG-047,1240,1180,30
PROD-0000012,"2008-05-21 00:00:00",CABANG-047,3600,3410,0
PROD-0000013,"2008-05-21 00:00:00",CABANG-047,12720,12140,0
PROD-0000014,"2008-05-21 00:00:00",CABANG-047,11900,11300,80
PROD-0000015,"2008-05-21 00:00:00",CABANG-047,19690,18700,440
PROD-0000016,"2008-05-21 00:00:00",CABANG-047,98200,93290,2160
PROD-0000017,"2008-05-21 00:00:00",CABANG-047,1250,1180,10
PROD-0000018,"2008-05-21 00:00:00",CABANG-047,8970,8520,150
PROD-0000019,"2008-05-21 00:00:00",CABANG-047,6040,5710,80
PROD-0000020,"2008-05-21 00:00:00",CABANG-047,5460,5240,40
PROD-0000021,"2008-05-21 00:00:00",CABANG-047,12380,11820,10
PROD-0000022,"2008-05-21 00:00:00",CABANG-047,73570,69350,880
PROD-0000023,"2008-05-21 00:00:00",CABANG-047,14720,13980,290
PROD-0000024,"2008-05-21 00:00:00",CABANG-047,15240,14480,270
PROD-0000025,"2008-05-21 00:00:00",CABANG-047,10280,9770,100
PROD-0000026,"2008-05-21 00:00:00",CABANG-047,910,860,0
PROD-0000027,"2008-05-21 00:00:00",CABANG-047,12440,11820,140
PROD-0000028,"2008-05-21 00:00:00",CABANG-047,55680,53250,140
PROD-0000029,"2008-05-21 00:00:00",CABANG-047,6240,5930,10
PROD-0000030,"2008-05-21 00:00:00",CABANG-047,4080,3870,0
PROD-0000031,"2008-05-21 00:00:00",CABANG-047,18300,17290,0
PROD-0000032,"2008-05-21 00:00:00",CABANG-047,5090,4840,40
PROD-0000033,"2008-05-21 00:00:00",CABANG-047,15580,14780,370
PROD-0000034,"2008-05-21 00:00:00",CABANG-047,20240,19250,130
PROD-0000035,"2008-05-21 00:00:00",CABANG-047,6050,5740,20
PROD-0000036,"2008-05-21 00:00:00",CABANG-047,31000,29450,680
PROD-0000037,"2008-05-21 00:00:00",CABANG-047,5110,4830,120
PROD-0000038,"2008-05-21 00:00:00",CABANG-047,6070,5770,140
PROD-0000039,"2008-05-21 00:00:00",CABANG-047,5540,5230,70
PROD-0000040,"2008-05-21 00:00:00",CABANG-047,15190,14560,30
PROD-0000041,"2008-05-21 00:00:00",CABANG-047,13400,12720,0
PROD-0000001,"2008-05-22 00:00:00",CABANG-047,11290,10720,250
PROD-0000002,"2008-05-22 00:00:00",CABANG-047,4230,3990,90
PROD-0000003,"2008-05-22 00:00:00",CABANG-047,6340,6030,0
PROD-0000004,"2008-05-22 00:00:00",CABANG-047,8070,7700,80
PROD-0000005,"2008-05-22 00:00:00",CABANG-047,7140,6810,30
PROD-0000006,"2008-05-22 00:00:00",CABANG-047,8180,7830,40
PROD-0000007,"2008-05-22 00:00:00",CABANG-047,4620,4390,90
PROD-0000008,"2008-05-22 00:00:00",CABANG-047,1110,1060,10
PROD-0000009,"2008-05-22 00:00:00",CABANG-047,4860,4620,120
PROD-0000010,"2008-05-22 00:00:00",CABANG-047,1120,1060,20
PROD-0000011,"2008-05-22 00:00:00",CABANG-047,1220,1150,10
PROD-0000012,"2008-05-22 00:00:00",CABANG-047,3610,3430,50
PROD-0000013,"2008-05-22 00:00:00",CABANG-047,12470,11770,120
PROD-0000014,"2008-05-22 00:00:00",CABANG-047,11890,11180,120
PROD-0000015,"2008-05-22 00:00:00",CABANG-047,19300,18430,450
PROD-0000016,"2008-05-22 00:00:00",CABANG-047,99380,94730,400
PROD-0000017,"2008-05-22 00:00:00",CABANG-047,1260,1200,30
PROD-0000018,"2008-05-22 00:00:00",CABANG-047,9000,8590,20
PROD-0000019,"2008-05-22 00:00:00",CABANG-047,6180,5900,10
PROD-0000020,"2008-05-22 00:00:00",CABANG-047,5450,5180,10
PROD-0000021,"2008-05-22 00:00:00",CABANG-047,12040,11510,80
PROD-0000022,"2008-05-22 00:00:00",CABANG-047,72690,69210,1020
PROD-0000023,"2008-05-22 00:00:00",CABANG-047,14670,13950,220
PROD-0000024,"2008-05-22 00:00:00",CABANG-047,15210,14450,150
PROD-0000025,"2008-05-22 00:00:00",CABANG-047,10180,9700,160
PROD-0000026,"2008-05-22 00:00:00",CABANG-047,930,880,0
PROD-0000027,"2008-05-22 00:00:00",CABANG-047,12410,11800,40
PROD-0000028,"2008-05-22 00:00:00",CABANG-047,56130,53040,1380
PROD-0000029,"2008-05-22 00:00:00",CABANG-047,6230,5950,0
PROD-0000030,"2008-05-22 00:00:00",CABANG-047,4050,3870,30
PROD-0000031,"2008-05-22 00:00:00",CABANG-047,18180,17220,170
PROD-0000032,"2008-05-22 00:00:00",CABANG-047,5160,4900,70
PROD-0000033,"2008-05-22 00:00:00",CABANG-047,15770,14880,120
PROD-0000034,"2008-05-22 00:00:00",CABANG-047,20560,19540,500
PROD-0000035,"2008-05-22 00:00:00",CABANG-047,6070,5780,90
PROD-0000036,"2008-05-22 00:00:00",CABANG-047,31260,29700,220
PROD-0000037,"2008-05-22 00:00:00",CABANG-047,5170,4930,0
PROD-0000038,"2008-05-22 00:00:00",CABANG-047,6050,5740,140
PROD-0000039,"2008-05-22 00:00:00",CABANG-047,5560,5310,60
PROD-0000040,"2008-05-22 00:00:00",CABANG-047,15100,14350,170
PROD-0000041,"2008-05-22 00:00:00",CABANG-047,13350,12720,140
PROD-0000001,"2008-05-23 00:00:00",CABANG-047,11600,10930,240
PROD-0000002,"2008-05-23 00:00:00",CABANG-047,4280,4060,40
PROD-0000003,"2008-05-23 00:00:00",CABANG-047,6300,5980,90
PROD-0000004,"2008-05-23 00:00:00",CABANG-047,8190,7780,50
PROD-0000005,"2008-05-23 00:00:00",CABANG-047,7190,6860,150
PROD-0000006,"2008-05-23 00:00:00",CABANG-047,8330,7910,200
PROD-0000007,"2008-05-23 00:00:00",CABANG-047,4670,4440,100
PROD-0000008,"2008-05-23 00:00:00",CABANG-047,1090,1030,10
PROD-0000009,"2008-05-23 00:00:00",CABANG-047,4810,4550,20
PROD-0000010,"2008-05-23 00:00:00",CABANG-047,1120,1060,0
PROD-0000011,"2008-05-23 00:00:00",CABANG-047,1200,1150,10
PROD-0000012,"2008-05-23 00:00:00",CABANG-047,3610,3440,10
PROD-0000013,"2008-05-23 00:00:00",CABANG-047,12600,12020,220
PROD-0000014,"2008-05-23 00:00:00",CABANG-047,11680,11100,40
PROD-0000015,"2008-05-23 00:00:00",CABANG-047,19530,18550,360
PROD-0000016,"2008-05-23 00:00:00",CABANG-047,100580,95040,500
PROD-0000017,"2008-05-23 00:00:00",CABANG-047,1220,1160,10
PROD-0000018,"2008-05-23 00:00:00",CABANG-047,8830,8360,130
PROD-0000019,"2008-05-23 00:00:00",CABANG-047,6130,5820,100
PROD-0000020,"2008-05-23 00:00:00",CABANG-047,5350,5130,20
PROD-0000021,"2008-05-23 00:00:00",CABANG-047,12040,11430,250
PROD-0000022,"2008-05-23 00:00:00",CABANG-047,72110,68330,870
PROD-0000023,"2008-05-23 00:00:00",CABANG-047,14580,13780,140
PROD-0000024,"2008-05-23 00:00:00",CABANG-047,15030,14430,140
PROD-0000025,"2008-05-23 00:00:00",CABANG-047,10200,9680,180
PROD-0000026,"2008-05-23 00:00:00",CABANG-047,910,860,0
PROD-0000027,"2008-05-23 00:00:00",CABANG-047,12390,11720,190
PROD-0000028,"2008-05-23 00:00:00",CABANG-047,56470,53640,230
PROD-0000029,"2008-05-23 00:00:00",CABANG-047,6270,5900,140
PROD-0000030,"2008-05-23 00:00:00",CABANG-047,4080,3860,70
PROD-0000031,"2008-05-23 00:00:00",CABANG-047,18440,17660,240
PROD-0000032,"2008-05-23 00:00:00",CABANG-047,5060,4780,50
PROD-0000033,"2008-05-23 00:00:00",CABANG-047,15760,14980,200
PROD-0000034,"2008-05-23 00:00:00",CABANG-047,20240,19110,380
PROD-0000035,"2008-05-23 00:00:00",CABANG-047,6130,5780,110
PROD-0000036,"2008-05-23 00:00:00",CABANG-047,31010,29460,140
PROD-0000037,"2008-05-23 00:00:00",CABANG-047,5150,4860,20
PROD-0000038,"2008-05-23 00:00:00",CABANG-047,6070,5780,0
PROD-0000039,"2008-05-23 00:00:00",CABANG-047,5510,5280,110
PROD-0000040,"2008-05-23 00:00:00",CABANG-047,15010,14260,90
PROD-0000041,"2008-05-23 00:00:00",CABANG-047,13540,12860,180
PROD-0000001,"2008-05-24 00:00:00",CABANG-047,11500,10860,140
PROD-0000002,"2008-05-24 00:00:00",CABANG-047,4300,4080,80
PROD-0000003,"2008-05-24 00:00:00",CABANG-047,6260,5900,120
PROD-0000004,"2008-05-24 00:00:00",CABANG-047,8230,7740,110
PROD-0000005,"2008-05-24 00:00:00",CABANG-047,7280,6920,70
PROD-0000006,"2008-05-24 00:00:00",CABANG-047,8210,7850,40
PROD-0000007,"2008-05-24 00:00:00",CABANG-047,4660,4440,50
PROD-0000008,"2008-05-24 00:00:00",CABANG-047,1090,1040,30
PROD-0000009,"2008-05-24 00:00:00",CABANG-047,4760,4510,50
PROD-0000010,"2008-05-24 00:00:00",CABANG-047,1100,1040,10
PROD-0000011,"2008-05-24 00:00:00",CABANG-047,1210,1140,20
PROD-0000012,"2008-05-24 00:00:00",CABANG-047,3540,3390,0
PROD-0000013,"2008-05-24 00:00:00",CABANG-047,12520,12010,210
PROD-0000014,"2008-05-24 00:00:00",CABANG-047,11730,11140,210
